

2	0,175352
3	0,751759
4	0,418912
5	0,723949
6	0,792450
7	1,443507
8	1,716927
9	2,047431
10	2,497959
11	2,912481
12	5,257044
13	5,178296
14	7,405178
15	6,508805
16	11,244477
17	7,757053

2	0,173010
3	0,670670
4	0,742977
5	1,210485
6	1,668331
7	2,216635
8	2,976006
9	4,646386
10	5,846917
11	9,212562
12	10,233057
13	12,522292
14	19,851944
15	31,700931
16	22,790478
17	29,840269
